register_number,company_name,corp_number,office_type,business_type,valid_period,representative,address_jibun,address_road,phone,ad_phone,register_agency,operation_status
2025-경북고령-0001,SK대부,,본점,금전대부,2025.03.20~2028.03.19,노태석,경상북도 고령군 성산면 기족리 277,경상북도 고령군 성산면 기족길 71-3,010-4512-3699,010-4512-3699,지방자치단체,영업중
2025-경북고령-0002,SK대부중개,,본점,대부중개,2025.03.20~2028.03.19,노태석,경상북도 고령군 성산면 기족리 277,경상북도 고령군 성산면 기족길 71-3,010-4512-3699,010-4512-3699,지방자치단체,영업중
2025-경북구미-0001,긴급구조대부,,본점,금전대부,2025.01.07~2028.01.06,문지용,경상북도 구미시 공단동 203 320호,"경상북도 구미시 1공단로7길 86-1, 동아비즈니스센터 320호 (공단동)",010-6790-0119,010-6790-0119,지방자치단체,영업중
2025-경북구미-0002,하이패스대출대부,,본점,금전대부,2025.01.07~2028.01.06,김유리,경상북도 구미시 형곡동 289-9 2층 2A-18호,"경상북도 구미시 형곡서로1길 27-1, 2층 2A-18호 (형곡동)",010-2655-3465,010-2655-3465,지방자치단체,영업중
2025-경북구미-0003,원큐솔루션대부,,본점,금전대부,2025.01.13~2028.01.12,윤영민,경상북도 구미시 형곡동 289-9 2층 2A-14호,"경상북도 구미시 형곡서로1길 27-1, 2층 2A-14호 (형곡동)",010-8178-6635,010-8178-6635,지방자치단체,영업중
2025-경북구미-0004,원큐솔루션대부중개,,본점,대부중개,2025.01.13~2028.01.12,윤영민,경상북도 구미시 형곡동 289-9 2층 2A-14호,"경상북도 구미시 형곡서로1길 27-1, 2층 2A-14호 (형곡동)",010-2236-6738,010-2236-6738,지방자치단체,영업중
2025-경북구미-0005,황금돼지대부,,본점,금전대부,2023.05.15~2026.05.15,배성진,경상북도 구미시 진평동 498-1 센터피스 1층,"경상북도 구미시 진평길 85-15, 센터피스 1층 (진평동)","010-2116-1003, 010-2154-5566","010-2116-1003, 010-2154-5566",지방자치단체,영업중
2025-경북구미-0006,온라인 대부,,본점,금전대부,2025.02.04~2028.02.03,강성희,경상북도 구미시 옥계동 636-5 3층,"경상북도 구미시 산호대로25길 4-3, 3층 (옥계동)","010-9083-5666,010-7113-8920","010-9083-5666, 010-7113-8920",지방자치단체,영업중
2025-경북구미-0007,(주)성용대부,,본점,금전대부,2025.02.17~2028.02.16,장강재,경상북도 구미시 광평동 532-4 금빛하늘 505호,"경상북도 구미시 광평길 51, 금빛하늘 505호 (광평동)",010-9995-7856,010-9995-7856,지방자치단체,영업중
2025-경북구미-0008,(주)성용대부중개,,본점,대부중개,2025.02.17~2028.02.16,장강재,경상북도 구미시 광평동 532-4 금빛하늘 505호,"경상북도 구미시 광평길 51, 금빛하늘 505호 (광평동)",010-9995-7856,010-9995-7856,지방자치단체,영업중
2025-경북구미-0009,삼신자산대부,,본점,금전대부,2025.02.18~2028.02.17,임창건,경상북도 구미시 임수동 92-9 구미공구상가 3동 2층 3216호,"경상북도 구미시 3공단1로 302-7, 구미공구상가 3동 2층 3216호 (임수동)",054-475-2883,054-475-2883,지방자치단체,영업중
2025-경북구미-0010,삼신자산대부중개,,본점,대부중개,2025.02.18~2028.02.17,임창건,경상북도 구미시 임수동 92-9 구미공구상가 3동 2층 3216호,"경상북도 구미시 3공단1로 302-7, 구미공구상가 3동 2층 3216호 (임수동)",054-475-2883,054-475-2883,지방자치단체,영업중
2025-경북구미-0011,서민희망파이낸셜대부중개,,본점,대부중개,2025.02.18~2028.02.17,박용언,경상북도 구미시 산동읍 신당리 1403 4층 403호,"경상북도 구미시 산동읍 신당2로 47, 4층 403호",010-8188-9933,010-8188-9933,지방자치단체,영업중
2025-경북구미-0012,BLUE대부중개,,본점,대부중개,2025.02.20~2028.02.19,서재훈,경상북도 구미시 광평동 532-4 금빛하늘 301호,"경상북도 구미시 광평길 51, 금빛하늘 301호 (광평동)",010-2282-3027,010-2282-3027,지방자치단체,영업중
2025-경북구미-0013,24당일스피드대부,,본점,금전대부,2025.02.21~2028.02.20,박스쟌,경상북도 구미시 형곡동 289-9 2층 2A-23호,"경상북도 구미시 형곡서로1길 27-1, 2층 2A-23호 (형곡동)",010-8853-1539,010-8853-1539,지방자치단체,영업중
2025-경북구미-0014,24시서민대부,,본점,금전대부,2025.03.14~2028.03.13,김대중,경상북도 구미시 진평동 143-4 303호,"경상북도 구미시 인동32길 36-25, 303호 (진평동)",010-7928-7722,010-7928-7722,지방자치단체,영업중
2025-경북구미-0015,24시국민대부중개,,본점,대부중개,2025.03.14~2028.03.13,김대중,경상북도 구미시 진평동 143-4 303호,"경상북도 구미시 인동32길 36-25, 303호 (진평동)",010-8184-8822,010-8184-8822,지방자치단체,영업중
2025-경북구미-0016,나이스신용대부,,본점,금전대부,2025.03.18~2028.03.17,김태식,경상북도 구미시 인의동 1005-1 신도구평 오피스텔 603호,"경상북도 구미시 인동27길 4, 신도구평 오피스텔 603호 (인의동)",010-5360-6666,"010-6386-5540, 010-2135-8290",지방자치단체,영업중
2025-경북안동-0001,플레티넘대부,,본점,금전대부,2025.01.23~2028.01.23,조재연,경상북도 안동시 동문동 139-12,"경상북도 안동시 서동문로 214, 2층 (동문동)",010-8361-2306,,지방자치단체,영업중
2025-경북영주-00002,미소론대부,,본점,금전대부,2025.02.06~2028.02.05,이용희,"경상북도 영주시 가흥동 1381-365 1층, 점포","경상북도 영주시 목민로60번길 42, 1층, 점포 (가흥동)",010-8188-1238,010-8188-1238,지방자치단체,영업중
2025-경북영천-0002,행운대부중개,,본점,대부중개,2025.01.15~2028.01.14,이휘성,경상북도 영천시 금노동 540-1,"경상북도 영천시 금완로 19, 1층 (금노동)",010-9661-2273,010-9661-2273,지방자치단체,영업중
2025-경북영천-0001,당일바로대부,,본점,금전대부,2025.01.15~2028.01.14,이휘성,경상북도 영천시 금노동 540-1,"경상북도 영천시 금완로 19, 1층 (금노동)",010-9661-2273,010-9661-2273,지방자치단체,영업중
"2025-경북,의성-001",대호대부,,본점,금전대부,2023.02.28~2026.02.27,양원일,경상북도 의성군 의성읍 후죽리 480-17,경상북도 의성군 의성읍 문소3길 80,010-9191-6448,010-5002-7872,지방자치단체,영업중
2025-경북칠곡-001,이브대부,,본점,금전대부,2025.01.13~2028.01.13,정효단,경상북도 칠곡군 석적읍 중리 217-3,"경상북도 칠곡군 석적읍 동중리3길 8, 1층",010-8294-5411,010-8294-5411,지방자치단체,영업중
2025-경북칠곡-002,이브대부중개,,본점,대부중개,2025.01.13~2028.01.13,정효단,경상북도 칠곡군 석적읍 중리 217-3,"경상북도 칠곡군 석적읍 동중리3길 8, 1층",010-8294-5411,010-8294-5411,지방자치단체,영업중
2025-경북포항-0001,SB대부중개,,본점,대부중개,2025.04.01~2028.04.01,박민식,경상북도 포항시 남구 대잠동 942-4,"경상북도 포항시 남구 새천년대로434번길 10, 2층 (대잠동)",010-5877-0707,"010-5877-0562, 010-6292-9787",지방자치단체,영업중
2025-경북포항-0002,SB대부,,본점,금전대부,2025.04.01~2028.04.01,박민식,경상북도 포항시 남구 대잠동 942-4,"경상북도 포항시 남구 새천년대로434번길 10, 2층 (대잠동)",010-5877-0707,"010-5877-0562, 010-6292-9787",지방자치단체,영업중
2025-광주광산-0001,(주)더케이금융대부,200111-0738117,본점,금전대부,2025.01.02~2028.01.02,김영주,광주광역시 광산구 쌍암동 694-70 첨단도휘에드가 2차,"광주광역시 광산구 월계로 223-20, 2차동 119호 (쌍암동, 첨단도휘에드가 2차)",062-415-3011,062-415-3011,지방자치단체,영업중
2025-광주광산-0002,광주 파이낸셜 대부,,본점,금전대부,2025.01.20~2028.01.20,임채원,광주광역시 광산구 신창동 1073-13,"광주광역시 광산구 북문대로 408-1, 1층 (신창동)",062-956-1666,"062-952-1666, 062-956-1666",지방자치단체,영업중
2025-광주남구-0001,현주자산관리대부중개,,본점,대부중개,2025.01.16~2028.01.16,김혁,광주광역시 남구 봉선동 1095,"광주광역시 남구 제석로 104, HR아팰리스 101동 903호 (봉선동)",070-7645-4506,"010-6339-0555, 070-7645-4506",지방자치단체,영업중
2025-광주남구-0002,매니저대부,,본점,금전대부,2025.03.17~2028.03.17,권재민,광주광역시 남구 행암동 694,"광주광역시 남구 효우로 170-17, 1층 114호 (행암동)",062-651-7787,062-651-7787,지방자치단체,영업중
2025-광주동구-0001,용호대부,,본점,금전대부,2025.03.07~2028.03.07,강인경,광주광역시 동구 계림동 1869 계림아이파크SK뷰 상가B동 B105호,"광주광역시 동구 필문대로 70, 상가B동 지하1층 B105호 (계림동, 계림아이파크SK뷰)",010-3421-3114,010-3421-3114,지방자치단체,영업중
2025-광주북구-0001,더베더코리아 대부중개(주),200111-0736567,본점,대부중개,2025.01.10~2028.01.10,김병곤,광주광역시 북구 중흥동 646-13,"광주광역시 북구 무등로 273, 202호 (중흥동)",062-515-7778,062-515-7778,지방자치단체,영업중
2025-광주북구-0002,플랫폼대부중개,,본점,대부중개,2025.02.18~2028.02.18,윤상훈,광주광역시 북구 신용동 694,"광주광역시 북구 첨단연신로107번길 45-22, 202-1호 (신용동)",010-5571-6212,010-5571-6212,지방자치단체,영업중
2025-광주북구-0003,대출대행탐정대부,,본점,금전대부,2025.03.04~2028.03.04,이건주,광주광역시 북구 오치동 856-1,"광주광역시 북구 설죽로370번길 32, 6층 3호 (오치동)","010-3941-3587, 010-8116-3489","010-3941-3587, 010-8116-3489",지방자치단체,영업중
2025-광주북구-0004,대출대행탐정대부중개,,본점,대부중개,2025.03.04~2028.03.04,이건주,광주광역시 북구 오치동 856-1,"광주광역시 북구 설죽로370번길 32, 6층 3호 (오치동)","010-3941-3587, 010-8116-3489","010-3941-3587, 010-8116-3489",지방자치단체,영업중
2025-광주북구-0005,으뜸월변대부,,본점,금전대부,2025.03.17~2028.03.17,서민철,광주광역시 북구 신안동 136-8,"광주광역시 북구 중흥로83번길 7-7, 105호 (신안동)",010-9703-8203,010-9703-8203,지방자치단체,영업중
2025-광주북구-0006,24시햇살월변대부,,본점,금전대부,2025.04.03~2028.04.03,전가윤,광주광역시 북구 신안동 136-8 205호,"광주광역시 북구 중흥로83번길 7-7, 205호 (신안동)",010-9986-9858,,지방자치단체,영업중
25-광주서구-0004,유한회사 강은컨설팅대부,200114-0086130,본점,금전대부,2024.09.20~2027.09.20,황환익,광주광역시 서구 치평동 1218-1 프리미엄아울렛,"광주광역시 서구 시청로 67, 프리미엄아울렛 2층 11호 (치평동)",010-8605-2410,010-8605-2410,지방자치단체,영업중
25-광주서구-0001,새로대부,,본점,금전대부,2025.02.11~2028.02.11,전시형,광주광역시 서구 치평동 1187-3 정연하이빌 501호,"광주광역시 서구 치평로 112, 501호 (치평동, 정연하이빌)",010-9742-8705,010-9742-8705,지방자치단체,영업중
25-광주서구-0003,태평대부중개,,본점,대부중개,2025.02.24~2028.02.24,육태형,광주광역시 서구 치평동 1187 케이원오피스타운 723호,"광주광역시 서구 치평로 124, 케이원오피스타운 723호 (치평동)",010-7516-9362,010-7516-9362,지방자치단체,영업중
25-광주서구-0005,골드대부,,본점,금전대부,2025.03.13~2028.03.13,도경호,광주광역시 서구 치평동 1218-1 프리미엄아울렛,"광주광역시 서구 시청로 67, 프리미엄아울렛 4층 17호 (치평동)",010-7647-5555,"010-5860-6690, 010-4889-8904, 010-6505-0141",지방자치단체,영업중
2025-금감원-0156(대부업),주식회사 강엔터프라이즈코리아대부,160111-0334419,본점,"금전대부, 채권추심",2025.03.17~2028.03.17,강영훈,,"대전광역시 서구 문정로 28, 204호 (탄방동)",042-471-7760,042-471-7760,금융감독원,영업중
2025-금감원-1449(대부업),펜타엔피엘렙대부 주식회사,110111-6624327,본점,채권추심,2025.03.28~2028.03.28,전수민,,"서울특별시 강서구 마곡중앙1로 10, 8층 802-에이03호 (마곡동)",02-2661-0038,,금융감독원,영업중
2025-금감원-1510(대부업),새한파트너스대부 주식회사,110111-6671295,본점,"금전대부, 채권추심",2025.04.03~2028.04.03,조상현,,"경기도 남양주시 별내중앙로 30, 305-1811호(별내동, 별내로데오몰) (별내동)",031-522-4106,031-522-4106,금융감독원,영업중
2025-금감원-1510(대부중개업),새한파트너스대부 주식회사,110111-6671295,본점,대부중개,2025.04.03~2028.04.03,조상현,,"경기도 남양주시 별내중앙로 30, 305-1811호(별내동, 별내로데오몰) (별내동)",031-522-4106,031-522-4106,금융감독원,영업중
2025-금감원-1895(대부중개업),주식회사 더모아대부,110111-6976330,본점,대부중개,2025.01.22~2028.01.22,손영미,"서울특별시 강남구 일원본동 731, 한솔상가 1층 103호","서울특별시 강남구 광평로10길 6, 상가동1층103호(일원동, 한솔마을아파트)",02-3486-4230,,금융감독원,영업중
2025-금감원-2124(대부업),피제이파이낸셜대부 주식회사,110111-7688009,본점,채권추심,2025.03.19~2028.03.19,표재욱,,"서울특별시 강남구 봉은사로 326, 8층 855호 (역삼동, 남전빌딩)",02-3447-8009,,금융감독원,영업중
2025-금감원-2149(대부업),주식회사 씨에이대부,161511-0286273,본점,"금전대부, 채권추심",2025.03.26~2028.03.26,도열,,"충청남도 천안시 동남구 청수14로 68, 1006호 (청당동)",010-5439-8881,010-5439-8881,금융감독원,영업중
2025-금감원-2149(대부중개업),주식회사 씨에이대부,161511-0286273,본점,대부중개,2025.03.26~2028.03.26,도열,,"충청남도 천안시 동남구 청수14로 68, 1006호 (청당동)",010-5439-8881,010-5439-8881,금융감독원,영업중
2025-금감원-2163(대부업),대신자산관리대부 주식회사,110111-5219822,본점,"금전대부, 채권추심",2025.04.03~2028.04.03,전정임,,"서울특별시 양천구 신월로 374, 2층 (신정동)",010-4522-6251,010-4522-6251,금융감독원,영업중
2025-금감원-2171(대부업),삼성골드대부 주식회사,110111-7803102,본점,채권추심,2025.01.13~2028.01.13,성시근,,"서울특별시 강남구 강남대로96길 12, 3층(원당빌딩) (역삼동)",02-569-8088,,금융감독원,영업중
2025-금감원-2516(대부중개업),주식회사 티앤에이파트너스대부,110111-8524955,본점,대부중개,2025.04.02~2028.04.02,정민권,"서울특별시 강남구 역삼1동 817-29, 조일빌딩 5층 5004호","서울특별시 강남구 테헤란로1길 28-11, 조일빌딩 5층 5004호(역삼동)",010-9739-5969,,금융감독원,영업중
2025-금감원-2757(대부업),(유)오션자산관리대부,150114-0010544,본점,"금전대부, 채권추심",2025.01.13~2028.01.13,안영준,,"충청북도 청주시 상당구 수동로61번길 19, 2층 (수동)",010-2724-1210,010-2724-1210,금융감독원,영업중
2025-금감원-2758(대부업),(주)제이앤제이투자대부,110111-8901385,본점,"금전대부, 채권추심",2025.01.13~2028.01.13,고일호,,"서울특별시 송파구 정의로7길 13, 제6층 제오피스604호 (문정동, 힐스테이트에코송파)",010-9250-5015,,금융감독원,영업중
2025-금감원-2759(대부업),분당대부 주식회사,134211-0296172,본점,"금전대부, 채권추심",2025.01.13~2028.01.13,이주형,,"경기도 광주시 경충대로 859, 1층 2호",010-2722-0380,,금융감독원,영업중
2025-금감원-2759(대부중개업),분당대부 주식회사,134211-0296172,본점,대부중개,2025.01.13~2028.01.13,이주형,,"경기도 광주시 경충대로 859, 1층 2호",010-2722-0380,,금융감독원,영업중
2025-금감원-2760(대부중개업),케이비핀테크 주식회사(KBFintech Inc.),110111-6680303,본점,대부중개,2025.01.17~2028.01.17,강정훈,,"서울특별시 구로구 디지털로31길 12, 태평양물산 별관동 2층 76호 (구로동)",02-6147-0101,02-6147-0106,금융감독원,영업중
2025-금감원-2761(대부업),코릭스에프앤아이대부(주),110111-8934972,본점,채권추심,2025.01.20~2028.01.20,"금영섭,신철연",,"서울특별시 구로구 디지털로26길 43, 대륭포스트타워8차 엘214호 (구로동)",02-2036-1801,,금융감독원,영업중
2025-금감원-2762(대부업),(주)에이치와이엠대부,131111-0736199,본점,"금전대부, 채권추심",2025.01.21~2028.01.21,이용우,,"경기도 성남시 중원구 둔촌대로101번길 27, 가814호 (성남동, 엠타워)",010-3419-1342,,금융감독원,영업중
2025-금감원-2762(대부중개업),(주)에이치와이엠대부,131111-0736199,본점,대부중개,2025.01.21~2028.01.21,이용우,,"경기도 성남시 중원구 둔촌대로101번길 27, 가814호 (성남동, 엠타워)",010-3419-1342,,금융감독원,영업중
2025-금감원-2763(대부업),주식회사 에스디자산관리대부,150111-0365367,본점,"금전대부, 채권추심",2025.02.06~2028.02.06,정구삼,,"충청북도 청주시 청원구 중앙로 147, 509호 (우암동, 아델리스오피스텔)",010-7407-2653,,금융감독원,영업중
2025-금감원-2763(대부중개업),주식회사 에스디자산관리대부,150111-0365367,본점,대부중개,2025.02.06~2028.02.06,정구삼,,"충청북도 청주시 청원구 중앙로 147, 509호 (우암동, 아델리스오피스텔)",010-7407-2653,,금융감독원,영업중
2025-금감원-2764(대부업),정플대부법인 주식회사,160111-0689195,본점,채권추심,2025.02.07~2028.02.07,김민선,,"대전광역시 서구 둔산중로 54, 1105호 (둔산동, 센티온빌딩)",010-2487-4439,,금융감독원,영업중
2025-금감원-2764(대부중개업),정플대부법인 주식회사,160111-0689195,본점,대부중개,2025.02.07~2028.02.07,김민선,,"대전광역시 서구 둔산중로 54, 1105호 (둔산동, 센티온빌딩)",010-2487-4439,,금융감독원,영업중
2025-금감원-2765(대부업),신일자산관리대부 주식회사,230111-0411824,본점,채권추심,2025.02.13~2028.02.13,이세진,,"울산광역시 울주군 반천산업로 40-3, 2층(로하스빌딩)",010-4012-0696,,금융감독원,영업중
2025-금감원-2766(대부업),삼성에프앤아이대부 유한회사,110114-0329042,본점,"금전대부, 채권추심",2025.02.13~2028.02.13,성수현,,"서울특별시 강남구 봉은사로74길 10, 비1층 제1호 (삼성동)",070-7528-2080,070-7528-2080,금융감독원,영업중
2025-금감원-2766(대부중개업),삼성에프앤아이대부 유한회사,110114-0329042,본점,대부중개,2025.02.13~2028.02.13,성수현,,"서울특별시 강남구 봉은사로74길 10, 비1층 제1호 (삼성동)",070-7528-2080,070-7528-2080,금융감독원,영업중
2025-금감원-2767(대부업),(주)한국투자자산대부,164711-0146313,본점,"금전대부, 채권추심",2025.02.18~2028.02.18,김미희,,"세종특별자치시 갈매로 353, 세종에비뉴힐에이 제5층 제5029호(어진동) (어진동, 에비뉴힐)",044-905-7576,044-905-7576,금융감독원,영업중
2025-금감원-2767(대부중개업),(주)한국투자자산대부,164711-0146313,본점,대부중개,2025.02.18~2028.02.18,김미희,,"세종특별자치시 갈매로 353, 세종에비뉴힐에이 제5층 제5029호(어진동) (어진동, 에비뉴힐)",044-905-7576,044-905-7576,금융감독원,영업중
2025-금감원-2768(대부업),주식회사 더코리아인베스트대부,170111-0961715,본점,채권추심,2025.02.18~2028.02.18,김영식,,"대구광역시 수성구 지범로 208, 8층 3호 (범물동)",052-267-8162,,금융감독원,영업중
2025-금감원-2768(대부중개업),주식회사 더코리아인베스트대부,170111-0961715,본점,대부중개,2025.02.18~2028.02.18,김영식,,"대구광역시 수성구 지범로 208, 8층 3호 (범물동)",052-267-8162,,금융감독원,영업중
2025-금감원-2769(대부업),(주)삼영씨앤대부,110111-3799579,본점,"금전대부, 채권추심",2025.02.21~2028.02.21,강승현,,"서울특별시 서초구 신반포로 324, 4층406호(반포동, 아주빌딩) (반포동)",010-4948-6240,,금융감독원,영업중
2025-금감원-2770(대부업),주식회사 에스비와이엔피엘신의자산관리대부,130111-1182722,본점,"금전대부, 채권추심",2025.02.28~2028.02.29,신재혁,,"경기도 수원시 권선구 권선로357번길 33, 비동 718호 (서둔동, 가온팰리스)",010-5562-4939,010-5562-4939,금융감독원,영업중
2025-금감원-2771(대부업),주식회사 제이더블유에이엠씨대부,124411-0168775,본점,"금전대부, 채권추심",2025.03.11~2028.03.11,박붕재,,"경기도 김포시 봉화로167번길 35-29, 4층 440호 (감정동)",031-997-8567,,금융감독원,영업중
2025-금감원-2771(대부중개업),주식회사 제이더블유에이엠씨대부,124411-0168775,본점,대부중개,2025.03.11~2028.03.11,박붕재,,"경기도 김포시 봉화로167번길 35-29, 4층 440호 (감정동)",031-997-8567,,금융감독원,영업중
2025-금감원-2772(대부업),대아자산관리대부 주식회사,110111-8993291,본점,"금전대부, 채권추심",2025.03.14~2028.03.14,김도겸,,"서울특별시 서초구 동광로19길 5, 3층 303호 (방배동)",02-591-5819,,금융감독원,영업중
2025-금감원-2772(대부중개업),대아자산관리대부 주식회사,110111-8993291,본점,대부중개,2025.03.14~2028.03.14,김도겸,,"서울특별시 서초구 동광로19길 5, 3층 303호 (방배동)",02-591-5819,,금융감독원,영업중
2025-금감원-2773(대부업),주식회사 비씨엔피엘대부,284911-0327261,본점,채권추심,2025.03.14~2028.03.14,배효석,,"경기도 파주시 가람로116번길 107-12, 제2층 225호 (와동동, 운정아르젠)",010-8869-8100,,금융감독원,영업중
2025-금감원-2774(대부업),지음대부(주),171111-0059080,본점,"금전대부, 채권추심",2025.03.17~2028.03.17,장근연,,"경상북도 안동시 말구리1길 29, 201호 (태화동)",010-5901-1193,,금융감독원,영업중
2025-금감원-2774(대부중개업),지음대부(주),171111-0059080,본점,대부중개,2025.03.17~2028.03.17,장근연,,"경상북도 안동시 말구리1길 29, 201호 (태화동)",010-5901-1193,,금융감독원,영업중
2025-금감원-2775(대부업),아이온엔피엘대부 주식회사,110111-8947454,본점,"금전대부, 채권추심",2025.03.19~2028.03.19,이상희,,"서울특별시 강남구 선릉로 567, 4층 (역삼동, 대운)",02-501-2567,02-501-2577,금융감독원,영업중
2025-금감원-2775(대부중개업),아이온엔피엘대부 주식회사,110111-8947454,본점,대부중개,2025.03.19~2028.03.19,이상희,,"서울특별시 강남구 선릉로 567, 4층 (역삼동, 대운)",02-501-2567,02-501-2577,금융감독원,영업중
2025-금감원-2776(대부업),주식회사 물댄동산대부,110111-8991469,본점,"금전대부, 채권추심",2025.03.24~2028.03.24,강항,,"서울특별시 강남구 테헤란로34길 5, 2층 (역삼동)",010-5250-0878,010-5250-0878,금융감독원,영업중
2025-금감원-2776(대부중개업),주식회사 물댄동산대부,110111-8991469,본점,대부중개,2025.03.24~2028.03.24,강항,,"서울특별시 강남구 테헤란로34길 5, 2층 (역삼동)",010-5250-0878,010-5250-0878,금융감독원,영업중
2025-금감원-2777(대부업),주식회사 풀잎대부,110111-9012735,본점,"금전대부, 채권추심",2025.03.26~2028.03.26,조기원,,"서울특별시 금천구 가산디지털2로 169-16, 7층 오707호 (가산동)",010-5494-6986,010-5494-6986,금융감독원,영업중
2025-금감원-2777(대부중개업),주식회사 풀잎대부,110111-9012735,본점,대부중개,2025.03.26~2028.03.26,조기원,,"서울특별시 금천구 가산디지털2로 169-16, 7층 오707호 (가산동)",010-5494-6986,010-5494-6986,금융감독원,영업중
2025-금감원-2778(대부업),주식회사 옐로에셋대부,195511-0206461,본점,채권추심,2025.03.26~2028.03.26,박성문,,경상남도 김해시 김해대로2596번길 11-9 (안동),051-243-8280,"010-3592-8280, 051-243-8280, 051-257-8283",금융감독원,영업중
2025-금감원-2779(대부업),주식회사 나이스자산관리대부,284511-0038874,본점,채권추심,2025.03.27~2028.03.27,김민혜,,경기도 가평군 상면 청군로 458,031-584-3407,031-584-3407,금융감독원,영업중
2025-금감원-2779(대부중개업),주식회사 나이스자산관리대부,284511-0038874,본점,대부중개,2025.03.27~2028.03.27,김민혜,,경기도 가평군 상면 청군로 458,031-584-3407,,금융감독원,영업중
2025-금감원-2780(대부업),주식회사 수엔피엘대부,284111-0450406,본점,채권추심,2025.03.27~2028.03.27,서광현,,"경기도 남양주시 별내중앙로 30, 305-19호 (별내동)",010-9858-2109,010-9858-2109,금융감독원,영업중
2025-금감원-2780(대부중개업),주식회사 수엔피엘대부,284111-0450406,본점,대부중개,2025.03.27~2028.03.27,서광현,,"경기도 남양주시 별내중앙로 30, 305-19호 (별내동)",010-9858-2109,010-9858-2109,금융감독원,영업중
2025-금감원-2781(대부업),수협엔피엘대부 주식회사,110111-9090765,본점,채권추심,2025.03.27~2028.03.27,송효진,,"서울특별시 송파구 오금로 62, 8층 (신천동, 수협중앙회빌딩)",02-2240-2190,,금융감독원,영업중
2025-금감원-2782(대부업),태호대부(주),130111-1182582,본점,"금전대부, 채권추심",2025.03.28~2028.03.28,김인상,,"경기도 화성시 메타폴리스로 42, 9층 902호 비08 (반송동, 디앤씨빌딩)",02-1555-0747,,금융감독원,영업중
2025-금감원-2782(대부중개업),태호대부(주),130111-1182582,본점,대부중개,2025.03.28~2028.03.28,김인상,,"경기도 화성시 메타폴리스로 42, 9층 902호 비08 (반송동, 디앤씨빌딩)",02-1555-0747,,금융감독원,영업중
2025-금감원-2783(대부업),주식회사 라임에셋대부,180111-1572684,본점,"금전대부, 채권추심",2025.03.31~2028.03.31,최용환,,"부산광역시 수영구 수영로 542, 201호 (광안동, 광안지음주상복합)",010-3591-9430,,금융감독원,영업중
2025-금감원-2783(대부중개업),주식회사 라임에셋대부,180111-1572684,본점,대부중개,2025.03.31~2028.03.31,최용환,,"부산광역시 수영구 수영로 542, 201호 (광안동, 광안지음주상복합)",010-3591-9430,,금융감독원,영업중
2025-대구남구-0001,제이파이낸셜대부,,본점,대부중개,2024.04.26~2027.04.26,김정호,대구광역시 남구 대명동 1637-22,"대구광역시 남구 대명로 131, 3층 306호 (대명동)",010-7751-3346,010-7751-3346,지방자치단체,영업중
2025-대구남구-0002,제이파이낸셜대부중개,,본점,대부중개,2024.04.26~2027.04.26,김정호,대구광역시 남구 대명동 1637-22,"대구광역시 남구 대명로 131, 3층 306호 (대명동)",010-5809-3156,010-5809-3156,지방자치단체,영업중
2025-대구남구-0004,금빛대부,,본점,금전대부,2025.01.13~2028.01.13,도현진,대구광역시 남구 대명동 1625-50,대구광역시 남구 대명로21길 13 (대명동),010-2504-7865,"010-2504-7865, 010-2546-4356",지방자치단체,영업중
2025-대구남구-0003,구름대부,,본점,금전대부,2025.01.13~2028.01.13,이대현,대구광역시 남구 대명동 872-1 안지랑시장,"대구광역시 남구 대명로36길 63, 안지랑시장 3호 (대명동)",010-2597-6757,"010-2597-6757, 010-2675-8797",지방자치단체,영업중
2025-대구남구-0005,당일바로대부,,본점,금전대부,2025.01.20~2028.01.20,강재구,대구광역시 남구 이천동 429-16,"대구광역시 남구 이천로27길 18-25, 503호 (이천동)",010-2178-1632,"010-2178-1632, 010-5861-5637",지방자치단체,영업중
2025-대구남구-0006,주식회사 에이스대부중개,170111-0984428,본점,대부중개,2025.02.11~2028.02.11,심상민,대구광역시 남구 대명동 2130-31,"대구광역시 남구 명덕로 110-2, 4층 (대명동)",1577-8505,1577-8505,지방자치단체,영업중
2025-대구남구-0007,새희망25대부,,본점,금전대부,2025.03.21~2028.03.21,박상후,대구광역시 남구 대명동 3042-32 이파크,"대구광역시 남구 성당로 142, 이파크 201-D10호 (대명동)",010-6216-5630,010-6216-5630,지방자치단체,영업중
2025-대구남구-0008,새희망25대부중개,,본점,대부중개,2025.03.21~2028.03.21,박상후,대구광역시 남구 대명동 3042-32 이파크,"대구광역시 남구 성당로 142, 이파크 201-D10호 (대명동)",010-6216-5630,010-6216-5630,지방자치단체,영업중
2025-경기하남-0003-대부,주식회사 천지인부동산대부,,본점,금전대부,2025.03.06~2028.03.05,최문석,경기도 하남시 망월동 1121-2 미사랑데르Ⅲ,"경기도 하남시 미사강변남로 103, 미사랑데르Ⅲ 602-68호 (망월동)",010-9394-7980,,지방자치단체,영업중
2025-경기하남-0004-대부,주식회사 한길투자대부,135711-0024530,본점,금전대부,2025.03.26~2028.03.25,민재만,경기도 하남시 망월동 1135 미사역마이움푸르지오,"경기도 하남시 미사강변남로 125, 미사역마이움푸르지오 102동 2118호 (망월동)",010-3854-7707,010-3854-7707,지방자치단체,영업중
